source_pdf,query,answer
Organic framing guide.pdf,How to irrigation for Tomato?,". Depending on the availability of water, the orchard may be irrigated at fortnightly intervals in April and frequency may be increased furtherin May till the fruit is harvested. zSprinkler or drip"
Organic framing guide.pdf,How to irrigation for Tomato?,system may be adopted to maximize the water-use-efficiency. 8.
Organic framing guide.pdf,How to weed management for Tomato?,"zManual weeding with the help of khurpi or hand hoe is the best pre-monsoon way to control the weed population. zHand-weeding should be done carefully to avoid injury to the roots. zPloughing, spading of basins, etc. are important inter-cultural operations for soil aeration and tree health. 9. Mulching zMulching is essential to avoid weed problem in the field during rainy season and formoisture conservation during winter season. zMostly, leaf mulch or weed biomass is recommended for mulching of litchi plantations..."
Organic framing guide.pdf,How to harvesting for Tomato?,"of litchi is usually done in May and June. Generally, litchi fruits take 50-60days after fruit set. Colour development varies according to variety from light green todeep red to pinkish. 435 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram zEpicarp or skin becomes soft and smooth and tubercles becomes somewhat flattened at the tip. zThe fruits for local market should be harvested at their fully ripe stage, while for distantmarkets, when they start turning reddish. The fruits should be harvested at proper stageto possess good quality..."
Organic framing guide.pdf,How to irrigation for Tomato?,"is essential after planting if there is no possibility of immediate rainfall. 4. Cultivars/varieties zFemale: Monty, Bruno, Allison and Hayward 436 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram zMale: Tomuri, Allison male, Abott, Matua 5. Organic"
Organic framing guide.pdf,How to nutrient management for Tomato?,zKiwifruit plants are heavy feeders of nitrogen which should be applied in abundance during the first half of the growing season through organic fertilizers. zApply well-decomposed and dried cattle manure or compost @ 10-40 t/ha from plantingto peak fruit production age for sustained high yield and quality. This should be applied@ 25 to 100 kg/plant in two splits in Feb.-March and July-August. zNeem cake @ 2 t/ha should be applied after vines have several inches of new growthduring early spring. Gradually increase the amounts of manure applied each year untilmaturity...
Organic framing guide.pdf,How to irrigation for Tomato?,. zOverhead sprinklers are often used in commercial kiwifruit vineyards for frost protectionas well as
Organic framing guide.pdf,How to irrigation for Tomato?,(sprinkler heads should be about 3 feet above the training wire). zDrip
Organic framing guide.pdf,How to irrigation for Tomato?,", however, promotes more efficient use of water. 437 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram zWatering regularly in the heat of the summer is necessary at intervals of 10-15 days. zIn summer, newly planted vines should be watered deeply about once a week. Never allow a plant to undergo drought stress. 8."
Organic framing guide.pdf,How to weed management for Tomato?,"and mulching zWeeding is done just before manure application and mulching. Two-three weeding isrequired depending on the intensity of weed growth. zNatural weed cover itself helps in the conservation of soil and organic matter. However,the basin of vine should be cleaned regularly and mulched to conserve soil moisture. zThe best mulching material in Sikkim is Schima wallichi (chilaune) followed by Artemisia vulgaris (titepati) which minimize disease incidence also. 9..."
Organic framing guide.pdf,How to harvesting for Tomato?,"zKiwifruit is an exception in which no perceptible change either in skin or flesh colouroccurs. Flavour and aroma do not develop because the fruit is harvested hard. zMaturity index of 6.2 per cent of total soluble solids or more has been established andfound very satisfactory for fruit harvest. zUnder Sikkim conditions, the fruit is harvested from first week of November. The kiwifruitsare still hard when harvested by snapping their stalks easily at an abscission layer foundat peduncle attachment..."
Organic framing guide.pdf,How to irrigation for Tomato?,"is essential after planting if there is no possibility of immediate rainfall. 4. Cultivars/varieties zAsian type for lower to mid hills : Punjab Beauty, Punjab Nectar, Punjab Gold, China, Tumaria, LeConte, Kieffer etc. zJapanese type for mid hills : Hosui, Kosui, Sojuru, Shinsui etc. zEuropean type for high hills : Bartlett, Red Bartlett, D Anjou, Doyenne du Comice, Victoria, Bagugosha etc. 5. Organic"
Organic framing guide.pdf,How to nutrient management for Tomato?,"zPear requires adequate nutrients for good vegetative growth and yield. Well-decomposed and dried cattle manure or compost @ 15-20 t/ha should be applied at the time of plantingor during the dormant stage of plants. 440 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram zNeem cake @ 2 t/ha should be applied after pear has attained several inches of new growth during early spring. zDuring active fruit growth stage, vermicompost @ 2 kg/plant should also be given forbetter fruit growth and production. zMulching with manure and/or straw is very beneficial..."
Organic framing guide.pdf,How to irrigation for Tomato?,"facility may be available which is an additional advantage. Besides rain fall, 75-100 cm"
Organic framing guide.pdf,How to irrigation for Tomato?,"may be applied annually in some regions. zBoth excessive and scanty moisture affects color, composition and keeping quality offruits, therefore, drip"
Organic framing guide.pdf,How to irrigation for Tomato?,is beneficial. zAfter
Organic framing guide.pdf,How to harvesting for Tomato?,"in July-August, the trees should be irrigated at 20 days interval or so upto the end of October. Thereafter, no"
Organic framing guide.pdf,How to irrigation for Tomato?,is required up to January except whenthe manure and organic fertilizers are applied in December. 8.
Organic framing guide.pdf,How to weed management for Tomato?,"and mulching zThe basin of pear plant should be cleaned regularly and mulched to conserve the soilmoisture. Weeding is done just before manure application and mulching. Two or threeweeding is required depending on the intensity of weed growth. 441 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram zThe best mulching material in Sikkim is Schima wallichi (chilaune) followed by Artemisia vulgaris (titepati) which minimize disease incidence also. 9..."
Organic framing guide.pdf,How to harvesting for Tomato?,"zEuropean pears are harvested when ‘firm mature’ and stored immediately, and then allowed to ripen for several days prior to fresh consumption. When fully ripe, Europeanpears have the typical ‘melting’ flesh texture, and full development of flavor. zAsian pears, however, are harvested closer to physiological ripeness and placed in coldstorage. zPears for marketing are picked by hand several times over a 10-20 day period. Walnut (Juglans regia L.) 1. Land preparation zEstablishment of walnut orchard requires site free from frost in spring and extreme heatin summer with well drained soil..."
Organic framing guide.pdf,How to irrigation for Tomato?,"is essential after planting if there is no possibility of immediate rainfall. 4. Cultivars/varieties zCITH-17, Kagzi, Lake English etc. 443 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram 5. Organic"
Organic framing guide.pdf,How to nutrient management for Tomato?,"zWalnut requires adequate nutrients for good vegetative growth and yield. Well- decomposed and dried cattle manure or compost @ 20-25 t/ha should be applied attime of planting or during the dormant stage of plants. zNeem cake @ 2 t/ha should be applied after walnut has attained several inches of newgrowth during early spring. zDuring active growth stage, vermicompost @ 2-4 kg/plant should also be given for betterfruit growth and production. zMulching with manures and/or straws is very beneficial. However, do not put the mulchdirectly in contact with the plant as crown rot may occur. 6..."
Organic framing guide.pdf,How to irrigation for Tomato?,"is beneficial. zAfter harvest in September-October, the trees should be irrigated once. Afterwards no"
Organic framing guide.pdf,How to irrigation for Tomato?,is required up to January except when the manure and organic fertilizers areapplied in December. 8.
Organic framing guide.pdf,How to weed management for Tomato?,"and mulching zThe basin of walnut plant should be cleaned regularly and mulched to conserve the soilmoisture. Weeding is done just before manure application and mulching. Two or threeweeding is required depending on the intensity of weed growth. 444 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram zIn Sikkim, mulching can be done with Schima wallichi (chilaune) followed by Artemisia vulgaris (titepati) which minimize disease incidence also. 9. Training and pruning zThe most common system of training walnut is modified central leader..."
Organic framing guide.pdf,How to harvesting for Tomato?,"zWalnut is mostly harvested in month of September and October. Some nuts fall downnaturally after hulling in a natural way, rest have to be harvested by manual picking orbeating with long poles. 446 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram zPre-harvest treatment with ethylene @ 200-300 ppm at packing tissue brown (PTB) stage proved better to induce early and uniform hull dehiscence in walnut. Pomegranate ( Punica granatum L.) 1. Land preparation zSoil should be well ploughed and all weeds should be removed..."
Organic framing guide.pdf,How to irrigation for Tomato?,"is essential after planting if there is no possibility of immediate rainfall. 4. Cultivars zBhagwa (Sinduri), Kandhari, Mridula, Ganesh, Bedana etc. 5. Organic"
Organic framing guide.pdf,How to nutrient management for Tomato?,"zPomegranate plants should be manured twice a year i.e., June-July and December- January. zFYM @ 15-25 kg/tree and/or vermicompost @ 4.5-9 kg/tree may be applied annually intwo equal splits either sole or in combination for sustained optimum yield. zNeem cake @ 2 t/ha should be applied during active growth stage in July-August. zMicronutrients are essential for proper growth and fruiting in pomegranate and thesecan be applied through foliar sprays of water soluble organic sources @ 0.2 per cent..."
Organic framing guide.pdf,How to irrigation for Tomato?,"should be strictly applied in the basin of the plants to avoid insectpests and diseases. 6. Intercropping zCommercial fruit bearing generally starts after 3 to 5 years; till then the unoccupiedinterspaces between the young trees should be intercropped with leguminous crops likepea, garlic, and leafy vegetables, root vegetables etc. zIntercrops having high intercultural requirements should be avoided. The intercrop shouldbe short duration and shallow-rooted. 7. Water management zPomegranate should be watered just after planting in the absence of rains. z"
Organic framing guide.pdf,How to irrigation for Tomato?,during January-February helps in getting good vegetative flush. z
Organic framing guide.pdf,How to irrigation for Tomato?,"improves plant growth, flowering and fruiting in pomegranate. z"
Organic framing guide.pdf,How to irrigation for Tomato?,"is unnecessary.However, drip system of"
Organic framing guide.pdf,How to harvesting for Tomato?,quality fruits andconservation of water during winter months. 8.
Organic framing guide.pdf,How to weed management for Tomato?,"zManual weeding with the help of khurpi or hand hoe is the best pre-monsoon method to control the weed population. zHand-weeding should be done carefully to avoid injury to the roots. zPloughing, spading of basins, etc. are important inter-cultural operations for soil aeration and tree health. 9. Training and pruning zGenerally, pomegranate tree will have few trunks 3-5 in modern orchards. The trees aretrained to grow as an open vase. In such a way that light penetrates the trees frombetween the rows as well as from the inside of the trees..."
Organic framing guide.pdf,How to harvesting for Tomato?,zPomegranate fruits are harvested when rind attains the desired colour. zThe fruits are clipped off from the stalk with a pair of sharp scissors.
Organic framing guide.pdf,How to harvesting for Tomato?,"is generallydone at weekly interval. 450 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Insect pests Mustard aphid Saw fly Painted bug Army worm Cob borerBrassica spp. Maize (Zea mays ) Pink stem borer Leaf rollerFinger millet ( Elusine coracana ) Soybean ( Glycine max ) 451 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram White ear due to stem borer Dead heart due to stem bor er Leaf folder damageRice (Oryza sativa ) Gundhi bug Dragon fly Spider Fruit borer damage Chilli aphid Tea mosquito bugChilli peppers ( Capsicum spp..."
Organic framing guide.pdf,How to harvesting for Cotton?,"January 2nd fortnight Variety Suraj Important features of suitable varieties Varieties MCU 12 Suraj Duration (days) 160 165 Average yield under organic condition (kg/ha) 2000 kg/ha 1799 kg/ha Source (s) of availability TNAU, Coimbatore CICR, Coi mbatore Suitable regions/districts in the state Coimbatore, Erode, Coimbatore Madurai, Dindigul, Theni, Dharmapuri, Salem, Namakkal, Erode Field preparation: Prepare the field to get a fine tilth. Chiselling for soils with hard pan: Chisel the soils having hard pan formation at shallow depths with chisel plough at 0..."
Organic framing guide.pdf,How to seed treatment for Cotton?,Phosphobacteria 600 g/ha
Organic framing guide.pdf,How to seed treatment for Cotton?,Pseudomonas 10 g/kg of seed
Organic framing guide.pdf,How to seed treatment for Cotton?,Trichoderma 4 g/kg of seed
Organic framing guide.pdf,How to seed treatment for Cotton?,"Spacing (row x plant) 60 x 30 cm Basal application of organic Source Quantity/ha manures FYM 7.05 tonnes Vermicompost 4.49 tonnes Azospirillum 2 kg Phosphobacteria 2 kg Pseudomonas 2.5 kg Trichoderma 2.5 kg Top dressing of organic Source Quantity/ha Days after sowing/ manures planting or stage of crop Vermicompost 1 t/ha 45 DAS Panchagavya 3% spray 30, 60 and 90 DAS"
Organic framing guide.pdf,How to irrigation for Cotton?,practices Number of Most critical Depth of
Organic framing guide.pdf,How to irrigation for Cotton?,"s Germination phasedepending on the (1-15 days) weather and soil Vegetative phase type (16-44 days) Flowering phase(85-90 days) Major weeds Acalypha indica , Cyanodon dactylon, Cyperus rotundus , Digera arvensis,Chloris barbata, Trianthema portulacastrum, Parthenium hysterophorus 464 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to weed management for Cotton?,"Critical stage Recommended practice for organic condition of weeding Vegetative and Manual weedingStubble mulching flowering phase Organic plant protection Name of pest/ Organic material Quantity practices disease recommended for control Fruit borer: Application of Nuclear 3 x 1012 POB /ha Helicoverpa Polyhedrosis Virus 1.15% WP 400 g/ha armigera (NPV) in evening 6.25 cc/ha at 15 hours at 7th and days interval 3 (12th week after times from 45 sowing DAS1,00,000/ha at • Beauveria bassiana 6th, 13th and 14th  Release of egg week after parasitoid, sowing. 3 x 1012 Trichogramma spp..."
Organic framing guide.pdf,How to irrigation for Cotton?,"bunds 465 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram  Removal and destruction of egg masses  Removal and destruction of earlystage larvae  Hand picking and destruction of grownup caterpillars Sucking pests  Neem oil 3%  Neem seed kernel 5% extract  Fish oil rosin soap 2.5% Notchi leaf extract 5% Catharanthus rosea 5% extract Foliar diseases - Neem oil 3% Alternaria leaf Bacillus subtilis 0.04% on 60, 90 spot: Alternaria and 120 days after macrospora sowing Wilt : Fusarium "
Organic framing guide.pdf,How to seed treatment for Cotton?,4g/kg seed oxysporum f. with Trichoderma sp. vasinfectum viride formulation  Destroy the infected - plant debris.  Soil application of 2.5kg/ha Trichoderma viride Root Rot: 
Organic framing guide.pdf,How to seed treatment for Cotton?,@ 4 g/kg seed Rhizoctonia w ith T. viride bataticola 
Organic framing guide.pdf,How to seed treatment for Cotton?,with @ 10g/kg seedBacillus  Soil application @ 2.5 kg/ ha at the time of sowing 
Organic framing guide.pdf,How to seed treatment for Cotton?,"@10g/kg with Pseudomonas  Soil application of @ 2.5 kg/ha at the Pseudomonas time of sowing Yield Year 1st2nd3rd4th5th6th7thMean Economic yield (kg/ha) 1323 1460 1175 1493 1515 1053 1165 1312 466 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram"
Organic framing guide.pdf,How to irrigation for Maize?,channels. The ridges should be 6 m long and 60 cm apart usinga bund former or ridge plough. Cultural practices Seed rate 20 kg/ha Pre-sowing/planting treatment Material Reco mmended rate Met hod of of seed/seedlings application Azospirillum 600 g/ha
Organic framing guide.pdf,How to seed treatment for Maize?,Phosphobacteria 600 g/ha
Organic framing guide.pdf,How to seed treatment for Maize?,"Spacing (row x plant) in cm 60 x 25 cm Basal application of organic Source Quantity/ha manures FYM 11.88 tonnes Vermicompost 7.57 tonnes Azospirillum 2 kg Phosphobacteria 2 kg 467 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Top dressing of organic Source Quantity/ha Days after sowing/ manures planting or stage of crop Vermicompost 1 tonnes 30 DAS"
Organic framing guide.pdf,How to irrigation for Maize?,"s Germination & - based on the establishment weather and soil phase-1 to 14 type days Vegetativephase - 15 to 39 days Flowering phase -40 to 65 days Maturity phase - 66 to 95 days Major weeds Acalypha indica , Cyanodon dactylon , Cyperus rotundus , Digera arvensis,Chloris barbata , Trianthema portulacastrum , Parthenium hysterophorus"
Organic framing guide.pdf,How to weed management for Maize?,"Critical stage Recommended practice for organic condition of weeding  Vegetative phase  Manual weeding Flowering phase  Stubble mulching Organic plant protection Name of pest/ Organic material Quantity practices disease recommended for control Stem borer: Release egg @2,50,000 /ha Chilo partellus p[arasitoid (three releases Trichogramma at weekly interval) chilonis are desirable. Third release is to be accompanied withlarval parasitoid Cotesia flavipes @ 5000/ha Corn worm/  Set up of light traps Earworm:  Set up sex H elicoverpa pheromone traps @ 12/ha armigera  Two applications @ 1..."
Organic framing guide.pdf,How to harvesting for Maize?,●  The sheath covering the cob will turn yellow and dry at maturity. ●The seeds become fairly hard and dry. Yield Year 1st2nd3rd4th5th6th7thMean Economic yield (kg/ha) 3753 4123 4078 3757 4064 4144 5481 4200 Chillies Particulars Kharif Crop C hillies Sowing/planting August 1rst fortnight
Organic framing guide.pdf,How to harvesting for Maize?,"February 1rst fortnight Variety PKM1 Important features of suitable varieties Varieties PKM1 K1 Duration (days) 180 210 Average yield under organic condition (kg/ha) 3.08 tonnes/ha – 1.8 tonnes/ha- dry pod dry pod Source (s) of availability TNAU TNAU Suitable regions/districts in the state Rainfed and Southern Districts of irrigated conditions Tamil Nadu, Coimbatore Nursery raising practices Seed rate Varieties: 1.0 kg / ha. 469 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Nursery area: 100 sq..."
Organic framing guide.pdf,How to irrigation for Maize?,"is done - depending on the at weekly intervals weather and soil type Major weeds Acalypha indica, Cyanodon dactylon, Cyperus rotundus, Digera arvensis,Chloris barbata, Trianthema portulacastrum, Parthenium hysterophorus"
Organic framing guide.pdf,How to weed management for Maize?,Critical stage Recommended practice for organic condition of weeding Vegetative and Hand weeding once in 30 days after planting. flowering phase Organic plant protection Name of pest/ Organic material Quantity practices disease recommended for control Fruit borer  Set up pheromone @ 12 Nos./ha. traps for Helicoverpaarmigera orSpodoptera litura  Collection and destruction of damaged fruits and grown upcaterpillars.  Spray Bacillus @ 2 g/lit thuringiensis Sucking pests Neem oil 3% Neem seed 5%kernel extract Damping off and 
Organic framing guide.pdf,How to seed treatment for Maize?,"@ 4 g/kg anthracnose with Trichodermaviride or 471 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Pseudomonas @ 10 g/kg fluorescens  Soil application @ 2.5 kg/ha of Pseudomonas fluorescens  Neem oil @ 3% Yield Year 1st2nd3rd4th5th6th7thMean Economic yield (kg/ha) 3168 5345 3153 5526 5812 4483 6215 4815"
Organic framing guide.pdf,How to irrigation for Sunflower?,"channels across and ridgesaccording to the topography of the field. 472 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Cultural practices Seed rate 6 kg/ha Pre-sowing/planting treatment Material Reco mmended rate Met hod of of seed/seedlings application Azospirillum 600 g/ha"
Organic framing guide.pdf,How to seed treatment for Sunflower?,Phosphobacteria 600 g/ha
Organic framing guide.pdf,How to seed treatment for Sunflower?,"Spacing (row x plant) in cm 45 cm x 30cm Basal application of organic Source Quantity/ha manures FYM 5.30 tonnes Vermicompost 3.37 tonnes Azospirillum 2 kgPhosphobacteria 2 kg Top dressing of organic Source Quantity/ha Days after sowing/ manures planting or stage of crop Vermicompost 500 kg 30 DAS Panchagavya 3% 30, 45 and 60 DAS"
Organic framing guide.pdf,How to irrigation for Sunflower?,practices Number of Most critical Depth of
Organic framing guide.pdf,How to irrigation for Sunflower?,"Seeding, flowering -depending on the and seed weather and development stage soil type Major weeds Acalypha indica, Cyanodon dactylon, Cyperus rotundus, Digera arvensis,Chloris barbata, Trianthema portulacastrum, Parthenium hysterophorus"
Organic framing guide.pdf,How to weed management for Sunflower?,"Critical stage Recommended practice for organic condition of weeding Vegetative phase Manual weeding Flowering phase Stubble mulching 473 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Organic plant protection Name of pest/ Organic material Quantity practices disease recommended for control Capitulum borer  Sow trap crops (Head borer): like marigold at Helicoverpa 50 plants/acre armigera  Use of pheromone 4 traps/acre traps for pestintensity identification as well as to trapthe male moths  Setting of light traps to know the range of pest incidence as well as to killmoth..."
Organic framing guide.pdf,How to harvesting for Sunflower?,"Observe the bracts on the backside of the capitula. When they turn lemon yellow, the heads harden and the crop is ready for harvest. Yield Year 1st2nd3rd4th5th6th7thMean Economic yield (kg/ha) 1252 1227 1023 1349 1602 1304 1373 1304 Beetroot Particulars Kharif Crop Beetroot Sowing/planting July 1st fortnight"
Organic framing guide.pdf,How to harvesting for Sunflower?,September 2nd fortnight Variety Ruby queen Important features of suitable variety Variety Ruby queen Duration (days) 60-75 days Source (s) of availability Private industrySuitable regions/districts in the state Widely adaptable (Preferably cool weather) Field preparation: Land is ploughed to a fine tilth by thorough ploughing making it loose and friable. Clods are to be removed completely. Apply well decomposed farmyard manure at the time of final ploughing...
Organic framing guide.pdf,How to irrigation for Sunflower?,"is done depending on the at weekly weather and intervalssoil type Major weeds Acalypha indica, Cyanodon dactylon, Cyperus rotundus, Digera arvensis,Chloris barbata, Trianthema portulacastrum, Parthenium hysterophorus"
Organic framing guide.pdf,How to weed management for Sunflower?,"Critical stage Recommended practice for organic condition of weeding Early stage of Hand weeding once in 30 days after sowingcrop growth Organic plant protection Name of pest/ Organic material Quantity practices disease recommended forcontrol Leaf miners, web Neem oil 3% worms, semiloopers Cercospora leaf Neem oil 3% spot Yield Economic yield (kg/ha) 24..."
Organic framing guide.pdf,How to seed treatment for Sunflower?,Spacing (row x plant) in cm Broadcasted
Organic framing guide.pdf,How to irrigation for Sunflower?,practices Once in 30 days Organic plant protection Neem oil: 3% spraying practices Optimum stage of
Organic framing guide.pdf,How to harvesting for Sunflower?,"Incorporation during flowering stage or 45 DAS Yield: Incorporated as green biomass on 45 DAS Cotton under organic system Maize crop under the biodynamic farming practices 477 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram UTTAR PRADESH Suggested cropping system (based on testing under NPOF) 1. Basmati rice-wheat- sesbania green manure 2. Rice (coarse) -barley+mustard-greengram 3. Maize (grain)-potato-okra4. Maize (green cobs)-mustard+radish- sesbania green manure Basmati rice Particulars Kharif Crop Basmati rice Sowing/planting First fortnight of July"
Organic framing guide.pdf,How to harvesting for Sunflower?,"First fortni ght of November Variety Basmati-370 Important features of suitable varieties Varieties Basmati-370 Pusa Basmati- 6 Pusa Basmati- 2 Duration (days) 145-150 150-155 120 Average yield under organic 3142 4300 3700 condition (kg/ha) Suitable regions/districts Har yana and Punjab, Haryana, Punjab, Haryana, in the state western Utta r western Uttar Pradesh Delhi, Western Uttar Pradesh and Uttarakhand Pradesh and Uttarakhand Nursery raising practices Area of nursery required for 1 ha 100 m2 Nursery raising method Wet nursery Seed sowing rate/m2250 g (25 kg/ha) 478 Organic Farming : Crop P..."
Organic framing guide.pdf,How to seed treatment for Sunflower?,fluorescence Trichoderma- 4 g/kg seed harzianum Source and optimum quantity Materials Quantity/ m2area Method of of organic manures/other application Nutrient source/m2 of nursery FYM 2 kg Soil incorporation Vermicompost 1 kg Top dressing at 15 DAS
Organic framing guide.pdf,How to irrigation for Sunflower?,practices Keep saturated the soil for initial 5 days and gradually increase waterup to 5 cm
Organic framing guide.pdf,How to weed management for Sunflower?,"One hand weeding at 15 DAS Organic plant protection Name of pest/ Recommended Quantity/ m2area practices disease organic materialused for control Seed borne Solar seed For 2 hrs. during diseases treatment mid day after pre-soaking in waterfor 2 hrs. Soil borne Seed & seedling Pseudomonas diseases treatment with @ 10 g/kg seed Pseudomonas &Trichoderma fluorescence & @ 4 g/kg seed Trichoderma harzianum Optimum age of nursery 25 days Field preparation: First, incorporation of green manure should be done by two cross harrowing at least 20 days before transplanting. After incorporation, a heavy"
Organic framing guide.pdf,How to irrigation for Sunflower?,"should be done which helps in decomposition of debris of green manure. Around 15 days after greenmanure incorporation, sufficient water should be applied in the field for puddling. Beforepuddling, about 30 cm high earthen bunds should be made around the field. Puddle the fieldaround 3-4 runs of puddler in standing water. After one or two days of puddling, divide thefield in to narrow beds of 1.25 meter width and of any convenient length and transplantingshould be done in 3-5 cm standing water..."
Organic framing guide.pdf,How to irrigation for Sunflower?,"(cm) 10 Panicle initiation, 5 (intermittent flowering submergence) Major weeds Local name English name Scientific name Grasses Makra ghas Crow foot grass Dactyloctenium aegyptium Takri Crabgrass Digitaria ciliaris Sewai/Sawa Barnyardgrass Echinochloa colona Samak/Sawa Common barnyard Echinochloa grass crusgalli 480 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Jharnpriya kodu Indian Goose Eleusine indica grass Kangni Yellow foxtail Setaria glauca Broad leaf weeds Kalmua/Kalmi Morningglories Ipomoea aquatica saag/KaremuAgni Booti Blistering ammania Ammannia bassifera Kanka..."
Organic framing guide.pdf,How to weed management for Sunflower?,Critical stage Recommended practice for organic condition of weeding 20 days after Hand weeding transplanting60 days after Hand weeding transplanting Continuous water stagnation till jointing stage Organic plant protection Name of pest/ Recommended Quantity/ Practices/ practices disease organic material/ Details practices usedfor control Diseases Seed borne
Organic framing guide.pdf,How to seed treatment for Sunflower?,"with At 520C for 15-20 diseases hot water minutes (Bacterial leaf blight, brown spot, blast, sheath blight)"
Organic framing guide.pdf,How to seed treatment for Sunflower?,"10g/kg seed with Pseudomonas fluorescence and/ or Trichoderma spp. Before sowing (after hot water treatment) 481 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Seedling dip for 2 hrs 10g/L water with Pseudomonas fluorescence and/or Trichoderma spp. Before transplanting Soil borne Soil application of 5 kg/ha diseases Pseudomonas fluorescence and /or Trichoderma harzianum Growing nursery insoil solarized seedbeds Bacterial leaf Foliar spray of 10g/L water (1000 L blight, sheath Pseudomonas suspension/ha) blight and blast fluorescence and/or Trichoderma spp..."
Organic framing guide.pdf,How to harvesting for Sunflower?,"time First fortnight of April Varieties PBW-343, PBW 373, UP 2526 Important features of suitable varieties Varieties PBW-343 PBW 373 UP 2526 Duration (days) 130 130 135 Average yield under organic 3547 condition (kg/ha)Source (s) of availability NSC NSC, PAU NSCSuitable regions/districts/ Punjab, Haryana, Western Uttar Western Uttar state Delhi, western Uttar Pradesh Pradesh Pradesh Specific resistance / Resistant to stripe Resistant to stripe Lo ose smut, tolerance to disease rust, leaf rust, karnal rust, leaf rust, Karnal bunt, stripe bunt karnal bunt rust, stem rust, leaf rust Field prepara..."
Organic framing guide.pdf,How to seed treatment for Sunflower?,fluorescence Trichoderma 4 g/kg seed
Organic framing guide.pdf,How to seed treatment for Sunflower?,"harzianum 485 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Spacing (row x plant) in cm 20 x 5 Basal application of organic Source Quantity/ha manures FYM 12 tonnes Azotobactor 10 kg PSB 10 kg Trichoderma 5 kg Neem cake 200 kg Top dressing of organic Source Quantity/ha Stage of crop manures Vermicompost 4.84 tonnes 30 DAS Panchagavvya 15 litres S pray twice at 45 and 60 DAS"
Organic framing guide.pdf,How to irrigation for Sunflower?,"(cm) 6 Crown root initiation, 5 jointing, milking Major weeds (give local, Local name English name Scientific name english and scientific name) Grasses Jangali Jai Wild oat Avena fatua Gullidanda/ Baluri Littleseed canary Phalaris minor grass Daub ghas Bermudagrass Cynodon dactylon - Bluegrass Poa annua Broad leaf weeds Jangli Berseem Wild colver Trifolium spp..."
Organic framing guide.pdf,How to weed management for Sunflower?,Critical stage Recommended practice for organic condition of weeding 30 DAS 1. Hand weeding 45 DAS 2. Hand weeding 3. Stale seed bed4. Higher plant stand Organic plant protection Name of pest/ Organic material Quantity practices disease recommended for control Diseases Leaf blight Zero tillage reduces the survival of pathogen in soil
Organic framing guide.pdf,How to seed treatment for Sunflower?,with 5kg/ha before Pseudomonas sowing fluorescence or Trichoderma harzianum Hot water treatment At 520C for 10 min...
Organic framing guide.pdf,How to irrigation for Sunflower?,"duringear formation Foliar spraying of 1Kg mustard flour mustard-milk extract mixed in 5L milk and 100L water/haat the time offlowering Ear cockle or Use healthy seeds, seed gall mechanical or Dip the seeds in physical cleaning 20% brine solutionof seeds and remove floating seed galls Hot water seed At 54 0C for 10 Min..."
Organic framing guide.pdf,How to irrigation for Sunflower?,. Cultural practices Seed rate (kg/ha) 20 Spacing method By broadcasting
Organic framing guide.pdf,How to irrigation for Sunflower?,practices Number of Most critical stages Depth of
Organic framing guide.pdf,How to irrigation for Sunflower?,(cm) 3 At the interval of 5 15 days
Organic framing guide.pdf,How to weed management for Sunflower?,"Not required Optimum stage of incorporation 45 days after sowing Yield Year 1st2ndMean Biomass production (kg/ha) on dry weight basis 5240 5110 5180 489 Organic Farming : Crop Production Guide NPOF, ICAR-IIFSR, Modipuram Coarse rice Particulars Kharif Crop Coarse rice Sowing/planting First fortnight of July"
